Episode,Agent,Position,Total Reward
562,Agent_1,"(9, 9)",1
562,Agent_2,"(9, 9)",1
562,Agent_3,"(9, 9)",3
563,Agent_0,"(9, 9)",1
563,Agent_1,"(9, 9)",-3
563,Agent_2,"(9, 9)",1
563,Agent_3,"(9, 9)",0
564,Agent_0,"(9, 9)",-1
564,Agent_1,"(9, 9)",-5
564,Agent_2,"(9, 9)",1
564,Agent_3,"(9, 9)",1
565,Agent_0,"(9, 9)",3
565,Agent_1,"(9, 9)",3
565,Agent_2,"(9, 9)",3
565,Agent_3,"(9, 9)",2
566,Agent_0,"(9, 9)",3
566,Agent_1,"(9, 9)",0
566,Agent_2,"(9, 9)",1
566,Agent_3,"(9, 9)",3
567,Agent_0,"(9, 9)",1
567,Agent_1,"(9, 9)",1
567,Agent_2,"(9, 9)",-1
567,Agent_3,"(9, 9)",-3
568,Agent_0,"(9, 9)",1
568,Agent_1,"(9, 9)",1
568,Agent_2,"(9, 9)",2
568,Agent_3,"(9, 9)",3
569,Agent_0,"(9, 9)",1
569,Agent_1,"(9, 9)",2
569,Agent_2,"(9, 9)",1
569,Agent_3,"(9, 9)",3
570,Agent_0,"(9, 9)",1
570,Agent_1,"(9, 9)",3
570,Agent_2,"(9, 9)",3
570,Agent_3,"(9, 9)",2
571,Agent_0,"(9, 9)",1
571,Agent_1,"(9, 9)",1
571,Agent_2,"(9, 9)",-1
571,Agent_3,"(9, 9)",3
572,Agent_0,"(9, 9)",3
572,Agent_1,"(9, 9)",3
572,Agent_2,"(9, 9)",1
572,Agent_3,"(9, 9)",3
573,Agent_0,"(9, 9)",-1
573,Agent_1,"(9, 9)",1
573,Agent_2,"(9, 9)",1
573,Agent_3,"(9, 9)",3
574,Agent_0,"(9, 9)",-3
574,Agent_1,"(9, 9)",-3
574,Agent_2,"(9, 9)",1
574,Agent_3,"(9, 9)",1
575,Agent_0,"(9, 9)",3
575,Agent_1,"(9, 9)",-2
575,Agent_2,"(9, 9)",-1
575,Agent_3,"(9, 9)",3
576,Agent_0,"(9, 9)",3
576,Agent_1,"(9, 9)",-5
576,Agent_2,"(9, 9)",1
576,Agent_3,"(9, 9)",1
577,Agent_0,"(9, 9)",3
577,Agent_1,"(9, 9)",-1
577,Agent_2,"(9, 9)",3
577,Agent_3,"(9, 9)",3
578,Agent_0,"(9, 9)",-1
578,Agent_1,"(9, 9)",3
578,Agent_2,"(9, 9)",3
578,Agent_3,"(9, 9)",1
579,Agent_0,"(9, 9)",2
579,Agent_1,"(9, 9)",0
579,Agent_2,"(9, 9)",1
579,Agent_3,"(9, 9)",1
580,Agent_0,"(9, 9)",-1
580,Agent_1,"(9, 9)",3
580,Agent_2,"(9, 9)",1
580,Agent_3,"(9, 9)",-1
581,Agent_0,"(9, 9)",1
581,Agent_1,"(9, 9)",1
581,Agent_2,"(9, 9)",3
581,Agent_3,"(9, 9)",3
582,Agent_0,"(9, 9)",3
582,Agent_1,"(9, 9)",-3
582,Agent_2,"(9, 9)",1
582,Agent_3,"(9, 9)",3
583,Agent_0,"(9, 9)",3
583,Agent_1,"(9, 9)",3
583,Agent_2,"(9, 9)",1
583,Agent_3,"(9, 9)",-1
584,Agent_0,"(9, 9)",3
584,Agent_1,"(9, 9)",-1
584,Agent_2,"(9, 9)",3
584,Agent_3,"(9, 9)",1
585,Agent_0,"(9, 9)",3
585,Agent_1,"(9, 9)",3
585,Agent_2,"(9, 9)",3
585,Agent_3,"(9, 9)",-3
586,Agent_0,"(9, 9)",2
586,Agent_1,"(9, 9)",-1
586,Agent_2,"(9, 9)",1
586,Agent_3,"(9, 9)",-1
587,Agent_0,"(9, 9)",1
587,Agent_1,"(9, 9)",3
587,Agent_2,"(9, 9)",3
587,Agent_3,"(9, 9)",3
588,Agent_0,"(9, 9)",3
588,Agent_1,"(9, 9)",3
588,Agent_2,"(9, 9)",1
588,Agent_3,"(9, 9)",3
589,Agent_0,"(9, 9)",3
589,Agent_1,"(9, 9)",0
589,Agent_2,"(9, 9)",3
589,Agent_3,"(9, 9)",-1
590,Agent_0,"(9, 9)",-2
590,Agent_1,"(9, 9)",3
590,Agent_2,"(9, 9)",-1
590,Agent_3,"(9, 9)",1
591,Agent_0,"(9, 9)",1
591,Agent_1,"(9, 9)",2
591,Agent_2,"(9, 9)",3
591,Agent_3,"(9, 9)",1
592,Agent_0,"(9, 9)",3
592,Agent_1,"(9, 9)",3
592,Agent_2,"(9, 9)",1
592,Agent_3,"(9, 9)",3
593,Agent_0,"(9, 9)",-2
593,Agent_1,"(9, 9)",2
593,Agent_2,"(9, 9)",3
593,Agent_3,"(9, 9)",-1
594,Agent_0,"(9, 9)",3
594,Agent_1,"(9, 9)",-1
594,Agent_2,"(9, 9)",3
594,Agent_3,"(9, 9)",1
595,Agent_0,"(9, 9)",-1
595,Agent_1,"(9, 9)",3
595,Agent_2,"(9, 9)",1
595,Agent_3,"(9, 9)",1
596,Agent_0,"(9, 9)",3
596,Agent_1,"(9, 9)",1
596,Agent_2,"(9, 9)",3
596,Agent_3,"(9, 9)",0
597,Agent_0,"(9, 9)",1
597,Agent_1,"(9, 9)",1
597,Agent_2,"(9, 9)",-1
597,Agent_3,"(9, 9)",2
598,Agent_0,"(9, 9)",3
598,Agent_1,"(9, 9)",0
598,Agent_2,"(9, 9)",1
598,Agent_3,"(9, 9)",3
599,Agent_0,"(9, 9)",3
599,Agent_1,"(9, 9)",0
599,Agent_2,"(9, 9)",-3
599,Agent_3,"(9, 9)",3
600,Agent_0,"(9, 9)",-2
600,Agent_1,"(9, 9)",1
600,Agent_2,"(9, 9)",-1
600,Agent_3,"(9, 9)",3
601,Agent_0,"(9, 9)",1
601,Agent_1,"(9, 9)",0
601,Agent_2,"(9, 9)",0
601,Agent_3,"(9, 9)",3
602,Agent_0,"(9, 9)",-1
602,Agent_1,"(9, 9)",1
602,Agent_2,"(9, 9)",3
602,Agent_3,"(9, 9)",2
603,Agent_0,"(9, 9)",3
603,Agent_1,"(9, 9)",1
603,Agent_2,"(9, 9)",3
603,Agent_3,"(9, 9)",1
604,Agent_0,"(9, 9)",1
604,Agent_1,"(9, 9)",-3
604,Agent_2,"(9, 9)",1
604,Agent_3,"(9, 9)",3
605,Agent_0,"(9, 9)",3
605,Agent_1,"(9, 9)",2
605,Agent_2,"(9, 9)",3
605,Agent_3,"(9, 9)",-1
606,Agent_0,"(9, 9)",0
606,Agent_1,"(9, 9)",3
606,Agent_2,"(9, 9)",0
606,Agent_3,"(9, 9)",-3
607,Agent_0,"(9, 9)",1
607,Agent_1,"(9, 9)",1
607,Agent_2,"(9, 9)",-2
607,Agent_3,"(9, 9)",3
608,Agent_0,"(9, 9)",3
608,Agent_1,"(9, 9)",3
608,Agent_2,"(9, 9)",3
608,Agent_3,"(9, 9)",0
609,Agent_0,"(9, 9)",3
609,Agent_1,"(9, 9)",3
609,Agent_2,"(9, 9)",3
609,Agent_3,"(9, 9)",1
610,Agent_0,"(9, 9)",3
610,Agent_1,"(9, 9)",1
610,Agent_2,"(9, 9)",3
610,Agent_3,"(9, 9)",3
611,Agent_0,"(9, 9)",-1
611,Agent_1,"(9, 9)",3
611,Agent_2,"(9, 9)",1
611,Agent_3,"(9, 9)",-4
612,Agent_0,"(9, 9)",0
612,Agent_1,"(9, 9)",3
612,Agent_2,"(9, 9)",-3
612,Agent_3,"(9, 9)",3
613,Agent_0,"(9, 9)",3
613,Agent_1,"(9, 9)",3
613,Agent_2,"(9, 9)",3
613,Agent_3,"(9, 9)",3
614,Agent_0,"(9, 9)",1
614,Agent_1,"(9, 9)",-1
614,Agent_2,"(9, 9)",0
614,Agent_3,"(9, 9)",1
615,Agent_0,"(9, 9)",1
615,Agent_1,"(9, 9)",3
615,Agent_2,"(9, 9)",1
615,Agent_3,"(9, 9)",1
616,Agent_0,"(9, 9)",1
616,Agent_1,"(9, 9)",-1
616,Agent_2,"(9, 9)",-2
616,Agent_3,"(9, 9)",3
617,Agent_0,"(9, 9)",1
617,Agent_1,"(9, 9)",-2
617,Agent_2,"(9, 9)",-4
617,Agent_3,"(9, 9)",3
618,Agent_0,"(9, 9)",3
618,Agent_1,"(9, 9)",3
618,Agent_2,"(9, 9)",1
618,Agent_3,"(9, 9)",-1
619,Agent_0,"(9, 9)",3
619,Agent_1,"(9, 9)",3
619,Agent_2,"(9, 9)",-1
619,Agent_3,"(9, 9)",3
620,Agent_0,"(9, 9)",-1
620,Agent_1,"(9, 9)",3
620,Agent_2,"(9, 9)",3
620,Agent_3,"(9, 9)",1
621,Agent_0,"(9, 9)",3
621,Agent_1,"(9, 9)",1
621,Agent_2,"(9, 9)",1
621,Agent_3,"(9, 9)",3
622,Agent_0,"(9, 9)",3
622,Agent_1,"(9, 9)",-4
622,Agent_2,"(9, 9)",0
622,Agent_3,"(9, 9)",1
623,Agent_0,"(9, 9)",-7
623,Agent_1,"(9, 9)",1
623,Agent_2,"(9, 9)",-3
623,Agent_3,"(9, 9)",2
624,Agent_0,"(9, 9)",-2
624,Agent_1,"(9, 9)",1
624,Agent_2,"(9, 9)",1
624,Agent_3,"(9, 9)",3
625,Agent_0,"(9, 9)",2
625,Agent_1,"(9, 9)",3
625,Agent_2,"(9, 9)",1
625,Agent_3,"(9, 9)",1
626,Agent_0,"(9, 9)",3
626,Agent_1,"(9, 9)",1
626,Agent_2,"(9, 9)",-3
626,Agent_3,"(9, 9)",3
627,Agent_0,"(9, 9)",-3
627,Agent_1,"(9, 9)",-2
627,Agent_2,"(9, 9)",0
627,Agent_3,"(9, 9)",3
628,Agent_0,"(9, 9)",0
628,Agent_1,"(9, 9)",1
628,Agent_2,"(9, 9)",1
628,Agent_3,"(9, 9)",-2
629,Agent_0,"(9, 9)",1
629,Agent_1,"(9, 9)",-2
629,Agent_2,"(9, 9)",1
629,Agent_3,"(9, 9)",3
630,Agent_0,"(9, 9)",-1
630,Agent_1,"(9, 9)",1
630,Agent_2,"(9, 9)",2
630,Agent_3,"(9, 9)",3
631,Agent_0,"(9, 9)",-1
631,Agent_1,"(9, 9)",-3
631,Agent_2,"(9, 9)",1
631,Agent_3,"(9, 9)",3
632,Agent_0,"(9, 9)",-1
632,Agent_1,"(9, 9)",1
632,Agent_2,"(9, 9)",1
632,Agent_3,"(9, 9)",1
633,Agent_0,"(9, 9)",1
633,Agent_1,"(9, 9)",3
633,Agent_2,"(9, 9)",3
633,Agent_3,"(9, 9)",1
634,Agent_0,"(9, 9)",1
634,Agent_1,"(9, 9)",1
634,Agent_2,"(9, 9)",0
634,Agent_3,"(9, 9)",-2
635,Agent_0,"(9, 9)",1
635,Agent_1,"(9, 9)",1
635,Agent_2,"(9, 9)",-1
635,Agent_3,"(9, 9)",-3
636,Agent_0,"(9, 9)",-1
636,Agent_1,"(9, 9)",1
636,Agent_2,"(9, 9)",3
636,Agent_3,"(9, 9)",1
637,Agent_0,"(9, 9)",1
637,Agent_1,"(9, 9)",1
637,Agent_2,"(9, 9)",3
637,Agent_3,"(9, 9)",-1
638,Agent_0,"(9, 9)",-1
638,Agent_1,"(9, 9)",3
638,Agent_2,"(9, 9)",-1
638,Agent_3,"(9, 9)",3
639,Agent_0,"(9, 9)",-1
639,Agent_1,"(9, 9)",-5
639,Agent_2,"(9, 9)",3
639,Agent_3,"(9, 9)",3
640,Agent_0,"(9, 9)",2
640,Agent_1,"(9, 9)",3
640,Agent_2,"(9, 9)",0
640,Agent_3,"(9, 9)",3
641,Agent_0,"(9, 9)",-5
641,Agent_1,"(9, 9)",3
641,Agent_2,"(9, 9)",1
641,Agent_3,"(9, 9)",-1
642,Agent_0,"(9, 9)",0
642,Agent_1,"(9, 9)",3
642,Agent_2,"(9, 9)",3
642,Agent_3,"(9, 9)",0
643,Agent_0,"(9, 9)",3
643,Agent_1,"(9, 9)",-2
643,Agent_2,"(9, 9)",3
643,Agent_3,"(9, 9)",-2
644,Agent_0,"(9, 9)",1
644,Agent_1,"(9, 9)",3
644,Agent_2,"(9, 9)",3
644,Agent_3,"(9, 9)",3
645,Agent_0,"(9, 9)",3
645,Agent_1,"(9, 9)",0
645,Agent_2,"(9, 9)",0
645,Agent_3,"(9, 9)",3
646,Agent_0,"(9, 9)",-1
646,Agent_1,"(9, 9)",-1
646,Agent_2,"(9, 9)",-1
646,Agent_3,"(9, 9)",3
647,Agent_0,"(9, 9)",1
647,Agent_1,"(9, 9)",1
647,Agent_2,"(9, 9)",1
647,Agent_3,"(9, 9)",1
648,Agent_0,"(9, 9)",3
648,Agent_1,"(9, 9)",3
648,Agent_2,"(9, 9)",1
648,Agent_3,"(9, 9)",3
649,Agent_0,"(9, 9)",1
649,Agent_1,"(9, 9)",3
649,Agent_2,"(9, 9)",1
649,Agent_3,"(9, 9)",1
650,Agent_0,"(9, 9)",-3
650,Agent_1,"(9, 9)",-2
650,Agent_2,"(9, 9)",3
650,Agent_3,"(9, 9)",3
651,Agent_0,"(9, 9)",2
651,Agent_1,"(9, 9)",3
651,Agent_2,"(9, 9)",-5
651,Agent_3,"(9, 9)",-1
652,Agent_0,"(9, 9)",1
652,Agent_1,"(9, 9)",1
652,Agent_2,"(9, 9)",1
652,Agent_3,"(9, 9)",0
653,Agent_0,"(9, 9)",3
653,Agent_1,"(9, 9)",3
653,Agent_2,"(9, 9)",-2
653,Agent_3,"(9, 9)",3
654,Agent_0,"(9, 9)",-2
654,Agent_1,"(9, 9)",1
654,Agent_2,"(9, 9)",-1
654,Agent_3,"(9, 9)",0
655,Agent_0,"(9, 9)",-1
655,Agent_1,"(9, 9)",2
655,Agent_2,"(9, 9)",3
655,Agent_3,"(9, 9)",-1
656,Agent_0,"(9, 9)",1
656,Agent_1,"(9, 9)",1
656,Agent_2,"(9, 9)",0
656,Agent_3,"(9, 9)",1
657,Agent_0,"(9, 9)",1
657,Agent_1,"(9, 9)",1
657,Agent_2,"(9, 9)",1
657,Agent_3,"(9, 9)",-1
658,Agent_0,"(9, 9)",1
658,Agent_1,"(9, 9)",0
658,Agent_2,"(9, 9)",-2
658,Agent_3,"(9, 9)",-1
659,Agent_0,"(9, 9)",3
659,Agent_1,"(9, 9)",-2
659,Agent_2,"(9, 9)",3
659,Agent_3,"(9, 9)",3
660,Agent_0,"(9, 9)",1
660,Agent_1,"(9, 9)",3
660,Agent_2,"(9, 9)",3
660,Agent_3,"(9, 9)",3
661,Agent_0,"(9, 9)",3
661,Agent_1,"(9, 9)",1
661,Agent_2,"(9, 9)",1
661,Agent_3,"(9, 9)",3
662,Agent_0,"(9, 9)",-1
662,Agent_1,"(9, 9)",1
662,Agent_2,"(9, 9)",-1
662,Agent_3,"(9, 9)",-3
663,Agent_0,"(9, 9)",2
663,Agent_1,"(9, 9)",-3
663,Agent_2,"(9, 9)",-1
663,Agent_3,"(9, 9)",3
664,Agent_0,"(9, 9)",-5
664,Agent_1,"(9, 9)",-2
664,Agent_2,"(9, 9)",3
664,Agent_3,"(9, 9)",3
665,Agent_0,"(9, 9)",1
665,Agent_1,"(9, 9)",3
665,Agent_2,"(9, 9)",3
665,Agent_3,"(9, 9)",3
666,Agent_0,"(9, 9)",3
666,Agent_1,"(9, 9)",-1
666,Agent_2,"(9, 9)",3
666,Agent_3,"(9, 9)",0
667,Agent_0,"(9, 9)",0
667,Agent_1,"(9, 9)",0
667,Agent_2,"(9, 9)",3
667,Agent_3,"(9, 9)",3
668,Agent_0,"(9, 9)",1
668,Agent_1,"(9, 9)",-3
668,Agent_2,"(9, 9)",3
668,Agent_3,"(9, 9)",0
669,Agent_0,"(9, 9)",1
669,Agent_1,"(9, 9)",0
669,Agent_2,"(9, 9)",3
669,Agent_3,"(9, 9)",0
670,Agent_0,"(9, 9)",3
670,Agent_1,"(9, 9)",-1
670,Agent_2,"(9, 9)",2
670,Agent_3,"(9, 9)",-1
671,Agent_0,"(9, 9)",1
671,Agent_1,"(9, 9)",1
671,Agent_2,"(9, 9)",-1
671,Agent_3,"(9, 9)",3
672,Agent_0,"(9, 9)",-2
672,Agent_1,"(9, 9)",-2
672,Agent_2,"(9, 9)",3
672,Agent_3,"(9, 9)",3
673,Agent_0,"(9, 9)",3
673,Agent_1,"(9, 9)",-1
673,Agent_2,"(9, 9)",1
673,Agent_3,"(9, 9)",-1
674,Agent_0,"(9, 9)",1
674,Agent_1,"(9, 9)",3
674,Agent_2,"(9, 9)",1
674,Agent_3,"(9, 9)",3
675,Agent_0,"(9, 9)",0
675,Agent_1,"(9, 9)",1
675,Agent_2,"(9, 9)",-4
675,Agent_3,"(9, 9)",3
676,Agent_0,"(9, 9)",3
676,Agent_1,"(9, 9)",3
676,Agent_2,"(9, 9)",-1
676,Agent_3,"(9, 9)",2
677,Agent_0,"(9, 9)",1
677,Agent_1,"(9, 9)",3
677,Agent_2,"(9, 9)",2
677,Agent_3,"(9, 9)",3
678,Agent_0,"(9, 9)",-1
678,Agent_1,"(9, 9)",-1
678,Agent_2,"(9, 9)",1
678,Agent_3,"(9, 9)",3
679,Agent_0,"(9, 9)",3
679,Agent_1,"(9, 9)",-1
679,Agent_2,"(9, 9)",3
679,Agent_3,"(9, 9)",3
680,Agent_0,"(9, 9)",1
680,Agent_1,"(9, 9)",3
680,Agent_2,"(9, 9)",-4
680,Agent_3,"(9, 9)",3
681,Agent_0,"(9, 9)",-2
681,Agent_1,"(9, 9)",0
681,Agent_2,"(9, 9)",-3
681,Agent_3,"(9, 9)",1
682,Agent_0,"(9, 9)",3
682,Agent_1,"(9, 9)",3
682,Agent_2,"(9, 9)",3
682,Agent_3,"(9, 9)",1
683,Agent_0,"(9, 9)",1
683,Agent_1,"(9, 9)",-1
683,Agent_2,"(9, 9)",0
683,Agent_3,"(9, 9)",2
684,Agent_0,"(9, 9)",1
684,Agent_1,"(9, 9)",3
684,Agent_2,"(9, 9)",1
684,Agent_3,"(9, 9)",3
685,Agent_0,"(9, 9)",2
685,Agent_1,"(9, 9)",1
685,Agent_2,"(9, 9)",0
685,Agent_3,"(9, 9)",-1
686,Agent_0,"(9, 9)",-7
686,Agent_1,"(9, 9)",1
686,Agent_2,"(9, 9)",3
686,Agent_3,"(9, 9)",-2
687,Agent_0,"(9, 9)",3
687,Agent_1,"(9, 9)",3
687,Agent_2,"(9, 9)",-1
687,Agent_3,"(9, 9)",3
688,Agent_0,"(9, 9)",1
688,Agent_1,"(9, 9)",3
688,Agent_2,"(9, 9)",1
688,Agent_3,"(9, 9)",1
689,Agent_0,"(9, 9)",3
689,Agent_1,"(9, 9)",0
689,Agent_2,"(9, 9)",-1
689,Agent_3,"(9, 9)",1
690,Agent_0,"(9, 9)",-1
690,Agent_1,"(9, 9)",1
690,Agent_2,"(9, 9)",1
690,Agent_3,"(9, 9)",-1
691,Agent_0,"(9, 9)",1
691,Agent_1,"(9, 9)",2
691,Agent_2,"(9, 9)",1
691,Agent_3,"(9, 9)",-1
692,Agent_0,"(9, 9)",1
692,Agent_1,"(9, 9)",3
692,Agent_2,"(9, 9)",-5
692,Agent_3,"(9, 9)",2
693,Agent_0,"(9, 9)",1
693,Agent_1,"(9, 9)",3
693,Agent_2,"(9, 9)",3
693,Agent_3,"(9, 9)",1
694,Agent_0,"(9, 9)",1
694,Agent_1,"(9, 9)",3
694,Agent_2,"(9, 9)",1
694,Agent_3,"(9, 9)",3
695,Agent_0,"(9, 9)",3
695,Agent_1,"(9, 9)",2
695,Agent_2,"(9, 9)",3
695,Agent_3,"(9, 9)",3
696,Agent_0,"(9, 9)",3
696,Agent_1,"(9, 9)",1
696,Agent_2,"(9, 9)",-3
696,Agent_3,"(9, 9)",-4
697,Agent_0,"(9, 9)",3
697,Agent_1,"(9, 9)",-2
697,Agent_2,"(9, 9)",1
697,Agent_3,"(9, 9)",1
698,Agent_0,"(9, 9)",-1
698,Agent_1,"(9, 9)",1
698,Agent_2,"(9, 9)",-1
698,Agent_3,"(9, 9)",0
699,Agent_0,"(9, 9)",3
699,Agent_1,"(9, 9)",3
699,Agent_2,"(9, 9)",-1
699,Agent_3,"(9, 9)",3
700,Agent_0,"(9, 9)",1
700,Agent_1,"(9, 9)",3
700,Agent_2,"(9, 9)",3
700,Agent_3,"(9, 9)",1
701,Agent_0,"(9, 9)",1
701,Agent_1,"(9, 9)",-1
701,Agent_2,"(9, 9)",-1
701,Agent_3,"(9, 9)",3
702,Agent_0,"(9, 9)",1
702,Agent_1,"(9, 9)",2
702,Agent_2,"(9, 9)",0
702,Agent_3,"(9, 9)",2
703,Agent_0,"(9, 9)",1
703,Agent_1,"(9, 9)",3
703,Agent_2,"(9, 9)",3
703,Agent_3,"(9, 9)",1
704,Agent_0,"(9, 9)",3
704,Agent_1,"(9, 9)",3
704,Agent_2,"(9, 9)",3
704,Agent_3,"(9, 9)",3
705,Agent_0,"(9, 9)",3
705,Agent_1,"(9, 9)",2
705,Agent_2,"(9, 9)",3
705,Agent_3,"(9, 9)",3
706,Agent_0,"(9, 9)",1
706,Agent_1,"(9, 9)",3
706,Agent_2,"(9, 9)",3
706,Agent_3,"(9, 9)",2
707,Agent_0,"(9, 9)",3
707,Agent_1,"(9, 9)",3
707,Agent_2,"(9, 9)",1
707,Agent_3,"(9, 9)",2
708,Agent_0,"(9, 9)",1
708,Agent_1,"(9, 9)",-1
708,Agent_2,"(9, 9)",1
708,Agent_3,"(9, 9)",-1
709,Agent_0,"(9, 9)",1
709,Agent_1,"(9, 9)",3
709,Agent_2,"(9, 9)",3
709,Agent_3,"(9, 9)",1
710,Agent_0,"(9, 9)",-1
710,Agent_1,"(9, 9)",1
710,Agent_2,"(9, 9)",1
710,Agent_3,"(9, 9)",-3
711,Agent_0,"(9, 9)",1
711,Agent_1,"(9, 9)",0
711,Agent_2,"(9, 9)",1
711,Agent_3,"(9, 9)",2
712,Agent_0,"(9, 9)",1
712,Agent_1,"(9, 9)",1
712,Agent_2,"(9, 9)",2
712,Agent_3,"(9, 9)",3
713,Agent_0,"(9, 9)",1
713,Agent_1,"(9, 9)",-3
713,Agent_2,"(9, 9)",1
713,Agent_3,"(9, 9)",-1
714,Agent_0,"(9, 9)",3
714,Agent_1,"(9, 9)",3
714,Agent_2,"(9, 9)",-1
714,Agent_3,"(9, 9)",1
715,Agent_0,"(9, 9)",-1
715,Agent_1,"(9, 9)",1
715,Agent_2,"(9, 9)",1
715,Agent_3,"(9, 9)",2
716,Agent_0,"(9, 9)",3
716,Agent_1,"(9, 9)",3
716,Agent_2,"(9, 9)",3
716,Agent_3,"(9, 9)",3
717,Agent_0,"(9, 9)",1
717,Agent_1,"(9, 9)",2
717,Agent_2,"(9, 9)",-1
717,Agent_3,"(9, 9)",2
718,Agent_0,"(9, 9)",3
718,Agent_1,"(9, 9)",-5
718,Agent_2,"(9, 9)",1
718,Agent_3,"(9, 9)",3
719,Agent_0,"(9, 9)",3
719,Agent_1,"(9, 9)",3
719,Agent_2,"(9, 9)",1
719,Agent_3,"(9, 9)",1
720,Agent_0,"(9, 9)",0
720,Agent_1,"(9, 9)",-7
720,Agent_2,"(9, 9)",1
720,Agent_3,"(9, 9)",1
721,Agent_0,"(9, 9)",-1
721,Agent_1,"(9, 9)",2
721,Agent_2,"(9, 9)",2
721,Agent_3,"(9, 9)",3
722,Agent_0,"(9, 9)",-1
722,Agent_1,"(9, 9)",3
722,Agent_2,"(9, 9)",-2
722,Agent_3,"(9, 9)",2
723,Agent_0,"(9, 9)",3
723,Agent_1,"(9, 9)",0
723,Agent_2,"(9, 9)",1
723,Agent_3,"(9, 9)",3
724,Agent_0,"(9, 9)",0
724,Agent_1,"(9, 9)",3
724,Agent_2,"(9, 9)",3
724,Agent_3,"(9, 9)",0
725,Agent_0,"(9, 9)",1
725,Agent_1,"(9, 9)",3
725,Agent_2,"(9, 9)",-1
725,Agent_3,"(9, 9)",2
726,Agent_0,"(9, 9)",3
726,Agent_1,"(9, 9)",0
726,Agent_2,"(9, 9)",-1
726,Agent_3,"(9, 9)",3
727,Agent_0,"(9, 9)",-3
727,Agent_1,"(9, 9)",3
727,Agent_2,"(9, 9)",-3
727,Agent_3,"(9, 9)",-3
728,Agent_0,"(9, 9)",-7
728,Agent_1,"(9, 9)",3
728,Agent_2,"(9, 9)",3
728,Agent_3,"(9, 9)",2
729,Agent_0,"(9, 9)",3
729,Agent_1,"(9, 9)",1
729,Agent_2,"(9, 9)",3
729,Agent_3,"(9, 9)",1
730,Agent_0,"(9, 9)",3
730,Agent_1,"(9, 9)",1
730,Agent_2,"(9, 9)",1
730,Agent_3,"(9, 9)",3
731,Agent_0,"(9, 9)",-3
731,Agent_1,"(9, 9)",-7
731,Agent_2,"(9, 9)",3
731,Agent_3,"(9, 9)",3
732,Agent_0,"(9, 9)",3
732,Agent_1,"(9, 9)",1
732,Agent_2,"(9, 9)",3
732,Agent_3,"(9, 9)",-1
733,Agent_0,"(9, 9)",-1
733,Agent_1,"(9, 9)",0
733,Agent_2,"(9, 9)",-3
733,Agent_3,"(9, 9)",3
734,Agent_0,"(9, 9)",3
734,Agent_1,"(9, 9)",-2
734,Agent_2,"(9, 9)",2
734,Agent_3,"(9, 9)",-2
735,Agent_0,"(9, 9)",3
735,Agent_1,"(9, 9)",-2
735,Agent_2,"(9, 9)",1
735,Agent_3,"(9, 9)",3
736,Agent_0,"(9, 9)",3
736,Agent_1,"(9, 9)",3
736,Agent_2,"(9, 9)",3
736,Agent_3,"(9, 9)",0
737,Agent_0,"(9, 9)",3
737,Agent_1,"(9, 9)",1
737,Agent_2,"(9, 9)",0
737,Agent_3,"(9, 9)",1
738,Agent_0,"(9, 9)",3
738,Agent_1,"(9, 9)",0
738,Agent_2,"(9, 9)",-1
738,Agent_3,"(9, 9)",1
739,Agent_0,"(9, 9)",-3
739,Agent_1,"(9, 9)",1
739,Agent_2,"(9, 9)",0
739,Agent_3,"(9, 9)",1
740,Agent_0,"(9, 9)",3
740,Agent_1,"(9, 9)",1
740,Agent_2,"(9, 9)",1
740,Agent_3,"(9, 9)",-1
741,Agent_0,"(9, 9)",-1
741,Agent_1,"(9, 9)",3
741,Agent_2,"(9, 9)",-1
741,Agent_3,"(9, 9)",3
742,Agent_0,"(9, 9)",1
742,Agent_1,"(9, 9)",1
742,Agent_2,"(9, 9)",3
742,Agent_3,"(9, 9)",1
743,Agent_0,"(9, 9)",1
743,Agent_1,"(9, 9)",-3
743,Agent_2,"(9, 9)",-1
743,Agent_3,"(9, 9)",1
744,Agent_0,"(9, 9)",1
744,Agent_1,"(9, 9)",3
744,Agent_2,"(9, 9)",1
744,Agent_3,"(9, 9)",3
745,Agent_0,"(9, 9)",3
745,Agent_1,"(9, 9)",1
745,Agent_2,"(9, 9)",-1
745,Agent_3,"(9, 9)",1
746,Agent_0,"(9, 9)",-1
746,Agent_1,"(9, 9)",-1
746,Agent_2,"(9, 9)",-1
746,Agent_3,"(9, 9)",0
747,Agent_0,"(9, 9)",1
747,Agent_1,"(9, 9)",0
747,Agent_2,"(9, 9)",1
747,Agent_3,"(9, 9)",3
748,Agent_0,"(9, 9)",0
748,Agent_1,"(9, 9)",1
748,Agent_2,"(9, 9)",-3
748,Agent_3,"(9, 9)",0
749,Agent_0,"(9, 9)",3
749,Agent_1,"(9, 9)",-3
749,Agent_2,"(9, 9)",1
749,Agent_3,"(9, 9)",1
750,Agent_0,"(9, 9)",-2
750,Agent_1,"(9, 9)",-1
750,Agent_2,"(9, 9)",3
750,Agent_3,"(9, 9)",3
751,Agent_0,"(9, 9)",-1
751,Agent_1,"(9, 9)",3
751,Agent_2,"(9, 9)",1
751,Agent_3,"(9, 9)",-1
752,Agent_0,"(9, 9)",-1
752,Agent_1,"(9, 9)",3
752,Agent_2,"(9, 9)",1
752,Agent_3,"(9, 9)",2
753,Agent_0,"(9, 9)",3
753,Agent_1,"(9, 9)",1
753,Agent_2,"(9, 9)",1
