Episode,Agent,Position,Total Reward
184,Agent_0,"(9, 9)",-5
184,Agent_1,"(9, 9)",-16
184,Agent_2,"(9, 9)",-20
184,Agent_3,"(9, 9)",-12
185,Agent_0,"(9, 9)",-5
185,Agent_1,"(9, 9)",-6
185,Agent_2,"(9, 9)",-5
185,Agent_3,"(9, 9)",-7
186,Agent_0,"(9, 9)",-17
186,Agent_1,"(9, 9)",-12
186,Agent_2,"(9, 9)",-6
186,Agent_3,"(9, 9)",-10
187,Agent_0,"(9, 9)",-7
187,Agent_1,"(9, 9)",0
187,Agent_2,"(9, 9)",-16
187,Agent_3,"(9, 9)",-17
188,Agent_0,"(9, 9)",-21
188,Agent_1,"(9, 9)",-8
188,Agent_2,"(9, 9)",-18
188,Agent_3,"(9, 9)",-13
189,Agent_0,"(9, 9)",-10
189,Agent_1,"(9, 9)",-19
189,Agent_2,"(9, 9)",-18
189,Agent_3,"(9, 9)",-8
190,Agent_0,"(9, 9)",-3
190,Agent_1,"(9, 9)",-19
190,Agent_2,"(9, 9)",-2
190,Agent_3,"(9, 9)",-3
191,Agent_0,"(9, 9)",-9
191,Agent_1,"(9, 9)",-6
191,Agent_2,"(9, 9)",-9
191,Agent_3,"(9, 9)",-15
192,Agent_0,"(9, 9)",-13
192,Agent_1,"(9, 9)",0
192,Agent_2,"(9, 9)",3
192,Agent_3,"(9, 9)",1
193,Agent_0,"(9, 9)",-13
193,Agent_1,"(9, 9)",-15
193,Agent_2,"(9, 9)",-22
193,Agent_3,"(9, 9)",-9
194,Agent_0,"(9, 9)",-22
194,Agent_1,"(9, 9)",-14
194,Agent_2,"(9, 9)",-7
194,Agent_3,"(9, 9)",-20
195,Agent_0,"(9, 9)",-7
195,Agent_1,"(9, 9)",-7
195,Agent_2,"(9, 9)",-7
195,Agent_3,"(9, 9)",-3
196,Agent_0,"(9, 9)",-1
196,Agent_1,"(9, 9)",1
196,Agent_2,"(9, 9)",-16
196,Agent_3,"(9, 9)",-9
197,Agent_0,"(9, 9)",-10
197,Agent_1,"(9, 9)",-6
197,Agent_2,"(9, 9)",-9
197,Agent_3,"(9, 9)",-23
198,Agent_0,"(9, 9)",-17
198,Agent_1,"(9, 9)",-7
198,Agent_2,"(9, 9)",-3
198,Agent_3,"(9, 9)",-22
199,Agent_0,"(9, 9)",-7
199,Agent_1,"(9, 9)",-25
199,Agent_2,"(9, 9)",-7
199,Agent_3,"(9, 9)",-9
200,Agent_0,"(9, 9)",-5
200,Agent_1,"(9, 9)",-12
200,Agent_2,"(9, 9)",-16
200,Agent_3,"(9, 9)",2
201,Agent_0,"(9, 9)",-14
201,Agent_1,"(9, 9)",-1
201,Agent_2,"(9, 9)",-11
201,Agent_3,"(9, 9)",-3
202,Agent_0,"(9, 9)",-11
202,Agent_1,"(9, 9)",-5
202,Agent_2,"(9, 9)",-10
202,Agent_3,"(9, 9)",-9
203,Agent_0,"(9, 9)",-5
203,Agent_1,"(9, 9)",-9
203,Agent_2,"(9, 9)",0
203,Agent_3,"(9, 9)",-9
204,Agent_0,"(9, 9)",-7
204,Agent_1,"(9, 9)",-1
204,Agent_2,"(9, 9)",-3
204,Agent_3,"(9, 9)",-12
205,Agent_0,"(9, 9)",-20
205,Agent_1,"(9, 9)",-25
205,Agent_2,"(9, 9)",-15
205,Agent_3,"(9, 9)",-8
206,Agent_0,"(9, 9)",-7
206,Agent_1,"(9, 9)",-7
206,Agent_2,"(9, 9)",-5
206,Agent_3,"(9, 9)",-16
207,Agent_0,"(9, 9)",-12
207,Agent_1,"(9, 9)",-8
207,Agent_2,"(9, 9)",-3
207,Agent_3,"(9, 9)",-1
208,Agent_0,"(9, 9)",-11
208,Agent_1,"(9, 9)",-21
208,Agent_2,"(9, 9)",-5
208,Agent_3,"(9, 9)",-6
209,Agent_0,"(9, 9)",0
209,Agent_1,"(9, 9)",-14
209,Agent_2,"(9, 9)",-16
209,Agent_3,"(9, 9)",-3
210,Agent_0,"(9, 9)",-4
210,Agent_1,"(9, 9)",-6
210,Agent_2,"(9, 9)",-23
210,Agent_3,"(9, 9)",-6
211,Agent_0,"(9, 9)",-10
211,Agent_1,"(9, 9)",-20
211,Agent_2,"(9, 9)",-13
211,Agent_3,"(9, 9)",-2
212,Agent_0,"(9, 9)",-9
212,Agent_1,"(9, 9)",-3
212,Agent_2,"(9, 9)",-6
212,Agent_3,"(9, 9)",0
213,Agent_0,"(9, 9)",-18
213,Agent_1,"(9, 9)",-5
213,Agent_2,"(9, 9)",-9
213,Agent_3,"(9, 9)",-16
214,Agent_0,"(9, 9)",-4
214,Agent_1,"(9, 9)",-3
214,Agent_2,"(9, 9)",-1
214,Agent_3,"(9, 9)",-2
215,Agent_0,"(9, 9)",-2
215,Agent_1,"(9, 9)",-13
215,Agent_2,"(9, 9)",-5
215,Agent_3,"(9, 9)",-8
216,Agent_0,"(9, 9)",-18
216,Agent_1,"(9, 9)",-1
216,Agent_2,"(9, 9)",-16
216,Agent_3,"(9, 9)",-7
217,Agent_0,"(9, 9)",-2
217,Agent_1,"(9, 9)",2
217,Agent_2,"(9, 9)",-3
217,Agent_3,"(9, 9)",-7
218,Agent_0,"(9, 9)",-11
218,Agent_1,"(9, 9)",-3
218,Agent_2,"(9, 9)",-3
218,Agent_3,"(9, 9)",-16
219,Agent_0,"(9, 9)",-6
219,Agent_1,"(9, 9)",-3
219,Agent_2,"(9, 9)",-19
219,Agent_3,"(9, 9)",-7
220,Agent_0,"(9, 9)",-9
220,Agent_1,"(9, 9)",-7
220,Agent_2,"(9, 9)",-7
220,Agent_3,"(9, 9)",-3
221,Agent_0,"(9, 9)",-6
221,Agent_1,"(9, 9)",-11
221,Agent_2,"(9, 9)",-5
221,Agent_3,"(9, 9)",-10
222,Agent_0,"(9, 9)",-9
222,Agent_1,"(9, 9)",-22
222,Agent_2,"(9, 9)",-6
222,Agent_3,"(9, 9)",-9
223,Agent_0,"(9, 9)",0
223,Agent_1,"(9, 9)",-8
223,Agent_2,"(9, 9)",1
223,Agent_3,"(9, 9)",-6
224,Agent_0,"(9, 9)",-7
224,Agent_1,"(9, 9)",-9
224,Agent_2,"(9, 9)",-31
224,Agent_3,"(9, 9)",2
225,Agent_0,"(9, 9)",-8
225,Agent_1,"(9, 9)",-7
225,Agent_2,"(9, 9)",1
225,Agent_3,"(9, 9)",-4
226,Agent_0,"(9, 9)",-13
226,Agent_1,"(9, 9)",-1
226,Agent_2,"(9, 9)",2
226,Agent_3,"(9, 9)",-3
227,Agent_0,"(9, 9)",-6
227,Agent_1,"(9, 9)",-4
227,Agent_2,"(9, 9)",-8
227,Agent_3,"(9, 9)",-1
228,Agent_0,"(9, 9)",-3
228,Agent_1,"(9, 9)",-2
228,Agent_2,"(9, 9)",-12
228,Agent_3,"(9, 9)",1
229,Agent_0,"(9, 9)",-2
229,Agent_1,"(9, 9)",-3
229,Agent_2,"(9, 9)",-8
229,Agent_3,"(9, 9)",-1
230,Agent_0,"(9, 9)",-8
230,Agent_1,"(9, 9)",-2
230,Agent_2,"(9, 9)",-3
230,Agent_3,"(9, 9)",-9
231,Agent_0,"(9, 9)",-11
231,Agent_1,"(9, 9)",-13
231,Agent_2,"(9, 9)",-4
231,Agent_3,"(9, 9)",-15
232,Agent_0,"(9, 9)",-2
232,Agent_1,"(9, 9)",-8
232,Agent_2,"(9, 9)",-17
232,Agent_3,"(9, 9)",-4
233,Agent_0,"(9, 9)",-5
233,Agent_1,"(9, 9)",-13
233,Agent_2,"(9, 9)",-3
233,Agent_3,"(9, 9)",-1
234,Agent_0,"(9, 9)",-2
234,Agent_1,"(9, 9)",-21
234,Agent_2,"(9, 9)",-2
234,Agent_3,"(9, 9)",-12
235,Agent_0,"(9, 9)",-8
235,Agent_1,"(9, 9)",-2
235,Agent_2,"(9, 9)",-2
235,Agent_3,"(9, 9)",-1
236,Agent_0,"(9, 9)",-7
236,Agent_1,"(9, 9)",-8
236,Agent_2,"(9, 9)",-13
236,Agent_3,"(9, 9)",-8
237,Agent_0,"(9, 9)",-4
237,Agent_1,"(9, 9)",-16
237,Agent_2,"(9, 9)",-10
237,Agent_3,"(9, 9)",-13
238,Agent_0,"(9, 9)",-11
238,Agent_1,"(9, 9)",-8
238,Agent_2,"(9, 9)",-1
238,Agent_3,"(9, 9)",-5
239,Agent_0,"(9, 9)",-4
239,Agent_1,"(9, 9)",-2
239,Agent_2,"(9, 9)",1
239,Agent_3,"(9, 9)",-8
240,Agent_0,"(9, 9)",-1
240,Agent_1,"(9, 9)",-4
240,Agent_2,"(9, 9)",-10
240,Agent_3,"(9, 9)",-8
241,Agent_0,"(9, 9)",-8
241,Agent_1,"(9, 9)",-3
241,Agent_2,"(9, 9)",-9
241,Agent_3,"(9, 9)",-1
242,Agent_0,"(9, 9)",-15
242,Agent_1,"(9, 9)",-6
242,Agent_2,"(9, 9)",-9
242,Agent_3,"(9, 9)",-6
243,Agent_0,"(9, 9)",-10
243,Agent_1,"(9, 9)",-3
243,Agent_2,"(9, 9)",-5
243,Agent_3,"(9, 9)",-17
244,Agent_0,"(9, 9)",3
244,Agent_1,"(9, 9)",0
244,Agent_2,"(9, 9)",0
244,Agent_3,"(9, 9)",-7
245,Agent_0,"(9, 9)",-2
245,Agent_1,"(9, 9)",-5
245,Agent_2,"(9, 9)",-18
245,Agent_3,"(9, 9)",1
246,Agent_0,"(9, 9)",-1
246,Agent_1,"(9, 9)",-3
246,Agent_2,"(9, 9)",-10
246,Agent_3,"(9, 9)",-2
247,Agent_0,"(9, 9)",0
247,Agent_1,"(9, 9)",-13
247,Agent_2,"(9, 9)",-4
247,Agent_3,"(9, 9)",-3
248,Agent_0,"(9, 9)",-1
248,Agent_1,"(9, 9)",-2
248,Agent_2,"(9, 9)",-8
248,Agent_3,"(9, 9)",-9
249,Agent_0,"(9, 9)",-1
249,Agent_1,"(9, 9)",1
249,Agent_2,"(9, 9)",-1
249,Agent_3,"(9, 9)",0
250,Agent_0,"(9, 9)",-18
250,Agent_1,"(9, 9)",-2
250,Agent_2,"(9, 9)",-2
250,Agent_3,"(9, 9)",-4
251,Agent_0,"(9, 9)",-2
251,Agent_1,"(9, 9)",-1
251,Agent_2,"(9, 9)",0
251,Agent_3,"(9, 9)",0
252,Agent_0,"(9, 9)",2
252,Agent_1,"(9, 9)",-15
252,Agent_2,"(9, 9)",-7
252,Agent_3,"(9, 9)",-1
253,Agent_0,"(9, 9)",-15
253,Agent_1,"(9, 9)",-10
253,Agent_2,"(9, 9)",-3
253,Agent_3,"(9, 9)",-5
254,Agent_0,"(9, 9)",-4
254,Agent_1,"(9, 9)",-3
254,Agent_2,"(9, 9)",-1
254,Agent_3,"(9, 9)",-3
255,Agent_0,"(9, 9)",-5
255,Agent_1,"(9, 9)",-11
255,Agent_2,"(9, 9)",-6
255,Agent_3,"(9, 9)",-5
256,Agent_0,"(9, 9)",-6
256,Agent_1,"(9, 9)",2
256,Agent_2,"(9, 9)",-3
256,Agent_3,"(9, 9)",-10
257,Agent_0,"(9, 9)",-15
257,Agent_1,"(9, 9)",-9
257,Agent_2,"(9, 9)",-7
257,Agent_3,"(9, 9)",-7
258,Agent_0,"(9, 9)",-2
258,Agent_1,"(9, 9)",-6
258,Agent_2,"(9, 9)",-8
258,Agent_3,"(9, 9)",-3
259,Agent_0,"(9, 9)",-3
259,Agent_1,"(9, 9)",-2
259,Agent_2,"(9, 9)",-10
259,Agent_3,"(9, 9)",2
260,Agent_0,"(9, 9)",-2
260,Agent_1,"(9, 9)",0
260,Agent_2,"(9, 9)",-13
260,Agent_3,"(9, 9)",-6
261,Agent_0,"(9, 9)",-3
261,Agent_1,"(9, 9)",-12
261,Agent_2,"(9, 9)",-2
261,Agent_3,"(9, 9)",-7
262,Agent_0,"(9, 9)",-6
262,Agent_1,"(9, 9)",-6
262,Agent_2,"(9, 9)",2
262,Agent_3,"(9, 9)",1
263,Agent_0,"(9, 9)",-1
263,Agent_1,"(9, 9)",-8
263,Agent_2,"(9, 9)",0
263,Agent_3,"(9, 9)",-15
264,Agent_0,"(9, 9)",-3
264,Agent_1,"(9, 9)",-5
264,Agent_2,"(9, 9)",-1
264,Agent_3,"(9, 9)",-5
265,Agent_0,"(9, 9)",-5
265,Agent_1,"(9, 9)",-6
265,Agent_2,"(9, 9)",-1
265,Agent_3,"(9, 9)",-5
266,Agent_0,"(9, 9)",-3
266,Agent_1,"(9, 9)",-1
266,Agent_2,"(9, 9)",-9
266,Agent_3,"(9, 9)",1
267,Agent_0,"(9, 9)",0
267,Agent_1,"(9, 9)",-13
267,Agent_2,"(9, 9)",-2
267,Agent_3,"(9, 9)",-8
268,Agent_0,"(9, 9)",-1
268,Agent_1,"(9, 9)",-3
268,Agent_2,"(9, 9)",-4
268,Agent_3,"(9, 9)",-3
269,Agent_0,"(9, 9)",-8
269,Agent_1,"(9, 9)",-3
269,Agent_2,"(9, 9)",-3
269,Agent_3,"(9, 9)",-1
270,Agent_0,"(9, 9)",1
270,Agent_1,"(9, 9)",-1
270,Agent_2,"(9, 9)",-19
270,Agent_3,"(9, 9)",-4
271,Agent_0,"(9, 9)",-3
271,Agent_1,"(9, 9)",-7
271,Agent_2,"(9, 9)",-7
271,Agent_3,"(9, 9)",-2
272,Agent_0,"(9, 9)",-9
272,Agent_1,"(9, 9)",-9
272,Agent_2,"(9, 9)",-8
272,Agent_3,"(9, 9)",-1
273,Agent_0,"(9, 9)",0
273,Agent_1,"(9, 9)",-10
273,Agent_2,"(9, 9)",-9
273,Agent_3,"(9, 9)",2
274,Agent_0,"(9, 9)",-7
274,Agent_1,"(9, 9)",-1
274,Agent_2,"(9, 9)",-2
274,Agent_3,"(9, 9)",-2
275,Agent_0,"(9, 9)",0
275,Agent_1,"(9, 9)",-8
275,Agent_2,"(9, 9)",-1
275,Agent_3,"(9, 9)",-13
276,Agent_0,"(9, 9)",-3
276,Agent_1,"(9, 9)",-2
276,Agent_2,"(9, 9)",-6
276,Agent_3,"(9, 9)",-3
277,Agent_0,"(9, 9)",-2
277,Agent_1,"(9, 9)",3
277,Agent_2,"(9, 9)",-3
277,Agent_3,"(9, 9)",-1
278,Agent_0,"(9, 9)",-3
278,Agent_1,"(9, 9)",1
278,Agent_2,"(9, 9)",-6
278,Agent_3,"(9, 9)",-1
279,Agent_0,"(9, 9)",-4
279,Agent_1,"(9, 9)",-3
279,Agent_2,"(9, 9)",-17
279,Agent_3,"(9, 9)",-4
280,Agent_0,"(9, 9)",2
280,Agent_1,"(9, 9)",-11
280,Agent_2,"(9, 9)",1
280,Agent_3,"(9, 9)",0
281,Agent_0,"(9, 9)",1
281,Agent_1,"(9, 9)",3
281,Agent_2,"(9, 9)",-5
281,Agent_3,"(9, 9)",0
282,Agent_0,"(9, 9)",-5
282,Agent_1,"(9, 9)",-13
282,Agent_2,"(9, 9)",3
282,Agent_3,"(9, 9)",0
283,Agent_0,"(9, 9)",-3
283,Agent_1,"(9, 9)",-2
283,Agent_2,"(9, 9)",3
283,Agent_3,"(9, 9)",1
284,Agent_0,"(9, 9)",-6
284,Agent_1,"(9, 9)",-4
284,Agent_2,"(9, 9)",-2
284,Agent_3,"(9, 9)",-2
285,Agent_0,"(9, 9)",-5
285,Agent_1,"(9, 9)",1
285,Agent_2,"(9, 9)",-1
285,Agent_3,"(9, 9)",-9
286,Agent_0,"(9, 9)",-14
286,Agent_1,"(9, 9)",-3
286,Agent_2,"(9, 9)",-3
286,Agent_3,"(9, 9)",-5
287,Agent_0,"(9, 9)",-3
287,Agent_1,"(9, 9)",1
287,Agent_2,"(9, 9)",-10
287,Agent_3,"(9, 9)",0
288,Agent_0,"(9, 9)",-5
288,Agent_1,"(9, 9)",-19
288,Agent_2,"(9, 9)",3
288,Agent_3,"(9, 9)",1
289,Agent_0,"(9, 9)",-2
289,Agent_1,"(9, 9)",-6
289,Agent_2,"(9, 9)",-5
289,Agent_3,"(9, 9)",-15
290,Agent_0,"(9, 9)",-6
290,Agent_1,"(9, 9)",-7
290,Agent_2,"(9, 9)",-8
290,Agent_3,"(9, 9)",-8
291,Agent_0,"(9, 9)",-5
291,Agent_1,"(9, 9)",-2
291,Agent_2,"(9, 9)",3
291,Agent_3,"(9, 9)",2
292,Agent_0,"(9, 9)",-1
292,Agent_1,"(9, 9)",-4
292,Agent_2,"(9, 9)",-5
292,Agent_3,"(9, 9)",0
293,Agent_0,"(9, 9)",1
293,Agent_1,"(9, 9)",1
293,Agent_2,"(9, 9)",-1
293,Agent_3,"(9, 9)",1
294,Agent_0,"(9, 9)",2
294,Agent_1,"(9, 9)",-2
294,Agent_2,"(9, 9)",0
294,Agent_3,"(9, 9)",-2
295,Agent_0,"(9, 9)",-6
295,Agent_1,"(9, 9)",3
295,Agent_2,"(9, 9)",3
295,Agent_3,"(9, 9)",-3
296,Agent_0,"(9, 9)",-4
296,Agent_1,"(9, 9)",-6
296,Agent_2,"(9, 9)",-5
296,Agent_3,"(9, 9)",-2
297,Agent_0,"(9, 9)",-3
297,Agent_1,"(9, 9)",2
297,Agent_2,"(9, 9)",-5
297,Agent_3,"(9, 9)",-8
298,Agent_0,"(9, 9)",-6
298,Agent_1,"(9, 9)",-4
298,Agent_2,"(9, 9)",-4
298,Agent_3,"(9, 9)",0
299,Agent_0,"(9, 9)",-5
299,Agent_1,"(9, 9)",-4
299,Agent_2,"(9, 9)",-4
299,Agent_3,"(9, 9)",1
300,Agent_0,"(9, 9)",0
300,Agent_1,"(9, 9)",0
300,Agent_2,"(9, 9)",-2
300,Agent_3,"(9, 9)",-2
301,Agent_0,"(9, 9)",-9
301,Agent_1,"(9, 9)",1
301,Agent_2,"(9, 9)",0
301,Agent_3,"(9, 9)",2
302,Agent_0,"(9, 9)",3
302,Agent_1,"(9, 9)",-2
302,Agent_2,"(9, 9)",-2
302,Agent_3,"(9, 9)",-2
303,Agent_0,"(9, 9)",-1
303,Agent_1,"(9, 9)",-8
303,Agent_2,"(9, 9)",1
303,Agent_3,"(9, 9)",-8
304,Agent_0,"(9, 9)",0
304,Agent_1,"(9, 9)",1
304,Agent_2,"(9, 9)",-11
304,Agent_3,"(9, 9)",2
305,Agent_0,"(9, 9)",-1
305,Agent_1,"(9, 9)",2
305,Agent_2,"(9, 9)",1
305,Agent_3,"(9, 9)",-3
306,Agent_0,"(9, 9)",3
306,Agent_1,"(9, 9)",0
306,Agent_2,"(9, 9)",-3
306,Agent_3,"(9, 9)",-1
307,Agent_0,"(9, 9)",-2
307,Agent_1,"(9, 9)",-5
307,Agent_2,"(9, 9)",-3
307,Agent_3,"(9, 9)",-2
308,Agent_0,"(9, 9)",1
308,Agent_1,"(9, 9)",1
308,Agent_2,"(9, 9)",-4
308,Agent_3,"(9, 9)",-1
309,Agent_0,"(9, 9)",-2
309,Agent_1,"(9, 9)",-7
309,Agent_2,"(9, 9)",0
309,Agent_3,"(9, 9)",-5
310,Agent_0,"(9, 9)",0
310,Agent_1,"(9, 9)",-6
310,Agent_2,"(9, 9)",2
310,Agent_3,"(9, 9)",2
311,Agent_0,"(9, 9)",-3
311,Agent_1,"(9, 9)",0
311,Agent_2,"(9, 9)",-6
311,Agent_3,"(9, 9)",-1
312,Agent_0,"(9, 9)",0
312,Agent_1,"(9, 9)",-1
312,Agent_2,"(9, 9)",3
312,Agent_3,"(9, 9)",-1
313,Agent_0,"(9, 9)",-2
313,Agent_1,"(9, 9)",-11
313,Agent_2,"(9, 9)",0
313,Agent_3,"(9, 9)",-4
314,Agent_0,"(9, 9)",-2
314,Agent_1,"(9, 9)",-3
314,Agent_2,"(9, 9)",3
314,Agent_3,"(9, 9)",1
315,Agent_0,"(9, 9)",3
315,Agent_1,"(9, 9)",2
315,Agent_2,"(9, 9)",3
315,Agent_3,"(9, 9)",1
316,Agent_0,"(9, 9)",-6
316,Agent_1,"(9, 9)",2
316,Agent_2,"(9, 9)",-3
316,Agent_3,"(9, 9)",-6
317,Agent_0,"(9, 9)",2
317,Agent_1,"(9, 9)",2
317,Agent_2,"(9, 9)",-12
317,Agent_3,"(9, 9)",1
318,Agent_0,"(9, 9)",-1
318,Agent_1,"(9, 9)",1
318,Agent_2,"(9, 9)",-8
318,Agent_3,"(9, 9)",1
319,Agent_0,"(9, 9)",3
319,Agent_1,"(9, 9)",-7
319,Agent_2,"(9, 9)",2
319,Agent_3,"(9, 9)",-1
320,Agent_0,"(9, 9)",-2
320,Agent_1,"(9, 9)",0
320,Agent_2,"(9, 9)",3
320,Agent_3,"(9, 9)",-4
321,Agent_0,"(9, 9)",-2
321,Agent_1,"(9, 9)",-2
321,Agent_2,"(9, 9)",3
321,Agent_3,"(9, 9)",-3
322,Agent_0,"(9, 9)",-5
322,Agent_1,"(9, 9)",2
322,Agent_2,"(9, 9)",-4
322,Agent_3,"(9, 9)",-5
323,Agent_0,"(9, 9)",2
323,Agent_1,"(9, 9)",-12
323,Agent_2,"(9, 9)",3
323,Agent_3,"(9, 9)",-1
324,Agent_0,"(9, 9)",-5
324,Agent_1,"(9, 9)",-1
324,Agent_2,"(9, 9)",1
324,Agent_3,"(9, 9)",3
325,Agent_0,"(9, 9)",2
325,Agent_1,"(9, 9)",-4
325,Agent_2,"(9, 9)",3
325,Agent_3,"(9, 9)",0
326,Agent_0,"(9, 9)",-3
326,Agent_1,"(9, 9)",0
326,Agent_2,"(9, 9)",0
326,Agent_3,"(9, 9)",-6
327,Agent_0,"(9, 9)",1
327,Agent_1,"(9, 9)",-4
327,Agent_2,"(9, 9)",3
327,Agent_3,"(9, 9)",1
328,Agent_0,"(9, 9)",1
328,Agent_1,"(9, 9)",3
328,Agent_2,"(9, 9)",-6
328,Agent_3,"(9, 9)",-1
329,Agent_0,"(9, 9)",1
329,Agent_1,"(9, 9)",-6
329,Agent_2,"(9, 9)",1
329,Agent_3,"(9, 9)",2
330,Agent_0,"(9, 9)",-1
330,Agent_1,"(9, 9)",-1
330,Agent_2,"(9, 9)",-8
330,Agent_3,"(9, 9)",2
331,Agent_0,"(9, 9)",-4
331,Agent_1,"(9, 9)",-10
331,Agent_2,"(9, 9)",3
331,Agent_3,"(9, 9)",-2
332,Agent_0,"(9, 9)",3
332,Agent_1,"(9, 9)",-1
332,Agent_2,"(9, 9)",1
332,Agent_3,"(9, 9)",-4
333,Agent_0,"(9, 9)",-2
333,Agent_1,"(9, 9)",0
333,Agent_2,"(9, 9)",-1
333,Agent_3,"(9, 9)",-1
334,Agent_0,"(9, 9)",-1
334,Agent_1,"(9, 9)",3
334,Agent_2,"(9, 9)",0
334,Agent_3,"(9, 9)",-5
335,Agent_0,"(9, 9)",1
335,Agent_1,"(9, 9)",0
335,Agent_2,"(9, 9)",1
335,Agent_3,"(9, 9)",1
336,Agent_0,"(9, 9)",2
336,Agent_1,"(9, 9)",3
336,Agent_2,"(9, 9)",1
336,Agent_3,"(9, 9)",-3
337,Agent_0,"(9, 9)",-5
337,Agent_1,"(9, 9)",-1
337,Agent_2,"(9, 9)",1
337,Agent_3,"(9, 9)",3
338,Agent_0,"(9, 9)",0
338,Agent_1,"(9, 9)",-4
338,Agent_2,"(9, 9)",1
338,Agent_3,"(9, 9)",3
339,Agent_0,"(9, 9)",-3
339,Agent_1,"(9, 9)",2
339,Agent_2,"(9, 9)",-3
339,Agent_3,"(9, 9)",3
340,Agent_0,"(9, 9)",1
340,Agent_1,"(9, 9)",-5
340,Agent_2,"(9, 9)",0
340,Agent_3,"(9, 9)",3
341,Agent_0,"(9, 9)",0
341,Agent_1,"(9, 9)",2
341,Agent_2,"(9, 9)",-4
341,Agent_3,"(9, 9)",1
342,Agent_0,"(9, 9)",-4
342,Agent_1,"(9, 9)",2
342,Agent_2,"(9, 9)",-6
342,Agent_3,"(9, 9)",0
343,Agent_0,"(9, 9)",-3
343,Agent_1,"(9, 9)",-1
343,Agent_2,"(9, 9)",3
343,Agent_3,"(9, 9)",0
344,Agent_0,"(9, 9)",0
344,Agent_1,"(9, 9)",-5
344,Agent_2,"(9, 9)",3
344,Agent_3,"(9, 9)",2
345,Agent_0,"(9, 9)",-1
345,Agent_1,"(9, 9)",2
345,Agent_2,"(9, 9)",3
345,Agent_3,"(9, 9)",-4
346,Agent_0,"(9, 9)",0
346,Agent_1,"(9, 9)",1
346,Agent_2,"(9, 9)",2
346,Agent_3,"(9, 9)",0
347,Agent_0,"(9, 9)",-1
347,Agent_1,"(9, 9)",-1
347,Agent_2,"(9, 9)",2
347,Agent_3,"(9, 9)",-1
348,Agent_0,"(9, 9)",1
348,Agent_1,"(9, 9)",-7
348,Agent_2,"(9, 9)",-3
348,Agent_3,"(9, 9)",1
349,Agent_0,"(9, 9)",1
349,Agent_1,"(9, 9)",-1
349,Agent_2,"(9, 9)",-1
349,Agent_3,"(9, 9)",1
350,Agent_0,"(9, 9)",-1
350,Agent_1,"(9, 9)",-1
350,Agent_2,"(9, 9)",3
350,Agent_3,"(9, 9)",0
351,Agent_0,"(9, 9)",0
351,Agent_1,"(9, 9)",1
351,Agent_2,"(9, 9)",3
351,Agent_3,"(9, 9)",3
352,Agent_0,"(9, 9)",-2
352,Agent_1,"(9, 9)",3
352,Agent_2,"(9, 9)",-1
352,Agent_3,"(9, 9)",3
353,Agent_0,"(9, 9)",3
353,Agent_1,"(9, 9)",0
353,Agent_2,"(9, 9)",-2
353,Agent_3,"(9, 9)",-1
354,Agent_0,"(9, 9)",-2
354,Agent_1,"(9, 9)",3
354,Agent_2,"(9, 9)",-5
354,Agent_3,"(9, 9)",3
355,Agent_0,"(9, 9)",3
355,Agent_1,"(9, 9)",-3
355,Agent_2,"(9, 9)",-1
355,Agent_3,"(9, 9)",3
356,Agent_0,"(9, 9)",1
356,Agent_1,"(9, 9)",3
356,Agent_2,"(9, 9)",0
356,Agent_3,"(9, 9)",2
357,Agent_0,"(9, 9)",2
357,Agent_1,"(9, 9)",3
357,Agent_2,"(9, 9)",-2
357,Agent_3,"(9, 9)",0
358,Agent_0,"(9, 9)",-2
358,Agent_1,"(9, 9)",0
358,Agent_2,"(9, 9)",-2
358,Agent_3,"(9, 9)",-1
359,Agent_0,"(9, 9)",2
359,Agent_1,"(9, 9)",-1
359,Agent_2,"(9, 9)",-4
359,Agent_3,"(9, 9)",1
360,Agent_0,"(9, 9)",0
360,Agent_1,"(9, 9)",-7
360,Agent_2,"(9, 9)",1
360,Agent_3,"(9, 9)",3
361,Agent_0,"(9, 9)",-2
361,Agent_1,"(9, 9)",-2
361,Agent_2,"(9, 9)",1
361,Agent_3,"(9, 9)",-1
362,Agent_0,"(9, 9)",3
362,Agent_1,"(9, 9)",-6
362,Agent_2,"(9, 9)",1
362,Agent_3,"(9, 9)",-2
363,Agent_0,"(9, 9)",-1
363,Agent_1,"(9, 9)",1
363,Agent_2,"(9, 9)",0
363,Agent_3,"(9, 9)",1
364,Agent_0,"(9, 9)",3
364,Agent_1,"(9, 9)",1
364,Agent_2,"(9, 9)",-1
364,Agent_3,"(9, 9)",1
365,Agent_0,"(9, 9)",-2
365,Agent_1,"(9, 9)",-4
365,Agent_2,"(9, 9)",-3
365,Agent_3,"(9, 9)",3
366,Agent_0,"(9, 9)",3
366,Agent_1,"(9, 9)",1
366,Agent_2,"(9, 9)",2
366,Agent_3,"(9, 9)",-1
367,Agent_0,"(9, 9)",-1
367,Agent_1,"(9, 9)",-1
367,Agent_2,"(9, 9)",3
367,Agent_3,"(9, 9)",0
368,Agent_0,"(9, 9)",2
368,Agent_1,"(9, 9)",3
368,Agent_2,"(9, 9)",-2
368,Agent_3,"(9, 9)",3
369,Agent_0,"(9, 9)",1
369,Agent_1,"(9, 9)",3
369,Agent_2,"(9, 9)",-1
369,Agent_3,"(9, 9)",1
370,Agent_0,"(9, 9)",2
370,Agent_1,"(9, 9)",1
370,Agent_2,"(9, 9)",0
